"sentiment","content"
"hate","This herniated disc sucks.I'm stuck mostly on my back when I could be out riding."
"hate","Car-warmed Sprite tastes like sore throat"
"hate","Same! And big moths and wasps and just insects in general HAHA I hate them"
"hate","Ugh!! Why isn't inFamous on xbox!!!?? Fucking lame.. Its only on PS.."
"hate","When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa'sohhhhh &lt;"
"hate","sigh..... exams aint no wer neaaarr finished!! i havenext week...bin stressd... and i aint guna b bak till end june!"
"hate","Just got a follow from . Yep, it's spam. Damn twitter traffic machine."
"hate","it sucks big time. I am in Sheffield till Sunday. I don't think I can pretend to be happy and smiley anymore."
"hate","Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already."
"hate","Damn it's warm. Want to stay out the back garden to protect the doggie from the bastards next door."
"hate","The only way I'll feel safe is when he's finally in jail where his stalker ass belongs!"
"hate","many tribes r becoming extinctI blame Mc Donalds!!!"
"hate","i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!"
"hate","btw ian watkins has stopped following meso i am a wee bit pissed off!"
"hate","I totally forgot thats its friday till I read 's tweet. Ha. I feel dumb*Take A Breath*"
"hate","bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no fucking license. no more touch"
"hate","I'm just bustin' ya chops; it's not bad. Never seen any real appeal to last.fm is all. Bad quality audio from crap artists"
"hate","hahahaha. Nahh sowwieee.I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol"
"hate","Its Gloomy as Fuck outside Ewwwww"
"hate","aw that sucks"
"hate","At the bus stop there's always a big pile of loogies. So. Gross."
"hate","But he has an out of date script. That's really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss."
"hate","Just when I thought albany couldn't any worse my ao's leave me"
"hate","I hate waiting in lines"
"hate","I hate being reminded how weak my eyes areI overdid reading today, they're sore as fuck. Going to rest. -sigh-"
"hate","this traffic is ridiculous im may not make it"
"hate","I am native, not french ! I hate this ! !! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE? Alone- Allison Iraheta ?"
"hate","Nothing good at the five dollar sale."
"hate","Dear On the Boards Theater: You are so loud above my headstomp stomp ugh"
"hate","The Bucket List was a very bad film choice this evening.I may need therapy now"
"hate","Bit disappointed with The Killers On Jonathan RossHe's sexy as hell though"
"hate","I really hate it when someone calls themself your friend BUT you only hear from them when they want something from you#friendfail"
"hate","ahhhhh....... i hate math!!!!!!! right now we r doing something so hard that we just learned today......lol"
"hate","so very irratated"
"hate","don't tape hold slips to items !! just ripped a digipack cd case"
"hate","Don't hate meI seek approval from anyone and everyone.."
"hate","Cause I'm not hearing from you guys!!!"
"hate","It should be illegal for me to date"
"hate","Musically, these headphones are awesome. For staying in my ear... not so good."
"hate","i hate rain and people."
"hate","exhausted, but forced into attending a lock-in"
"hate","My bike was put on hold...should have known that.... argh total bummer"
"hate","i don't wanna go back to school on monday"
"hate","it just thundered reallyreally loud at work and this little boy started cryingI wanted to cry too...I hate storms! wah"
"hate","..I don't know who gon do the yelling ; cussing for upgrades when u go."
"hate","i feeeel like shiitblahhhhhhhhhhhhhh"
"hate","gah!!! twitpic is uploading sideways today"
"hate","It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.Just horrible"
"hate","really? bcoz i'm not good in math ; we r learning sumthing that we won't needso thats why i don't like math ; my teacher is uh"
"hate","whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML"
"hate","Lol.. people in falcon..and boo one of them being becca"
"hate","Hey! Polka dots or black dress. Both very glam. Mobile twitter's a bit crap at the mo."
"hate","the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl"
"hate","Boring starting work weekend soon................ st need to get a Tim Coffee so I can make it through this damn night shift........"
"hate","Windows updates suck. There are so freaking many of them."
"hate","y do i even bother getting a new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool"
"hate","that sucksbooo."
"hate","Did NOT get paid today."
"hate","People are people...nooooo? Id never have guessed tht...idiot..im grouchy now"
"hate","So my parents are too busy making me feel like crap to realise that I've got worse and need to see a doctor again. No sleep sucks"
"hate","I'm being so whiny right now I'm annoying myselfi need to get some rest tonight after Movie Night kid-sitting"
"hate","i'm going to sleepies, feel poorlies and pissed offnight night tweeples xxx"
"hate","#whyareyoustillhere One Tree Hill!!! [[ They cancelled my shows The Game ; Everybody Hates Chris n dont NOBODY WATCH U N-E-MORE!!!]]"
"hate","My new site is stuck in the Google sandpit nowTest of my skills until it comes back out!"
"hate","Dammit, more money to spend on iPhone apps... haven't finished Wolfenstein yethttp://bit.ly/Othhv"
"hate","Pissed at youhttp://myloc.me/CU"
"hate","Struggling...selfishness and jealousy doesn't get you any further in life... ohh myyy"
"hate","someone is ignoring me; being mean.."
"hate","went to galveston, want to go back"
"hate","It's called communifuckingcation.....learn it, know it, do it. These stupid ass people!"
"hate","Your teacher sounds uber disrespectful."
"hate","I have had the William Shatner version of Rocket Man in my head fordays now. It's fucking distracting"
"hate","ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch"
"hate","Okay, so the only reason I'm not buying this app is because I hate EA and all that it stands for. SimCity rocks though.http://is.gd/JpMM"
"hate","awe.. that sucks and I can't... we're trying raffis' birthday .&lt;"
"hate","Which would be a lot easier to get if plane tickets to AZ didnt raise $ in price"
"hate","Yay for St Louis traffic"
"hate","my phone is deadthis sucks"
"hate","Stupid storm. No river for us tonight"
"hate","i hate it"
"hate","Headed to Chicago for my cousin's wedding. Leaving at pm on a Friday was a horrible idea. Sitting stopped in traffic"
"hate","hates getting wasted"
"hate","ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now"
"hate","Ok so I'm fuckin hungry....!I'm fat I know..I know..! Aha"
"hate","of course you'd be going there when I'm not there!"
"hate","I am going to be sooooo busy today it's not funny. i hate busy day's"
"hate","I'm gonna cryyy!!! My car looked so good clean and its fuckin raining!?! I always do this...wash it right before it rains"
"hate","Cleaned out me Followers List and blocked the porn girls ; Crap Now I look like a spammer"
"hate","what a damn shame all that body to waste"
"hate","Power Outage, door to freezer propped open, G ice cream make for slippy floorM-er F-er!!"
"hate","you not going nowhere bitch!"
"hate","stupid wireless!!"
"hate","Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!HAT CLUB Come ;; gimme some Company! Oh ;; a Cookie! ;-)"
"hate","I'm sorry, but x-men sucks... in a bad way!;p"
"hate","..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude"
"hate","Maaan if I was in pain I'd come. I wanna comeeat someme lol *rolls eyes*"
"hate","Days left until freedom. I really just want to get through this weekend. I hate essays."
"hate","ahh manok if y'all end up doin sumthin else let me kno so I can meet y'allsee wht yal gone do.."
"hate","I hate horrible atmospheres, I pick them up so quick!kisskiss xxxxxxxxxx"
"hate","first day of summer sucks!!!! its overcast and cold...this isn't summer!?!?!?!?"
"hate","tell chris to stop making fun of lizzie"
"hate","Ugh! Plane delayed due to weather!Stuck with another hour to kill.http://twitpic.com/xs"
"hate","In pain,, poor me, I HATE THE SUN"
"hate","ah that's annoying"
"hate","I spoke too soon, a nasty thunderstorm just came out of nowhere..I got soaked making a quick run to the store!!"
"hate","Get out."
"hate","Hey !is mainly depressing!It's all these people who are cheating or don't love each other anymore"
"hate","Sometimes black girls just piss me off like a mother fucker!"
"hate","u think u have bills Ha!Ii just finished paying mine that's y I'm broke"
"hate","We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next - years."
"hate","And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out..."
"hate","hopes whoever stole my purse and money gets what is coming to them"
"hate","College work sucks so much!"
"hate","Yes bbThere are actuallyof them, but the other one I don't really give a shit about."
"hate","sucks"
"hate","Just rang the irish one. Drunk. Must confiscate phone.hate him lots."
"hate","I knowIt fucking sucks. anyway you can get a fake id or something?"
"hate","fuck.It's only in Canada right now."
"hate","i was invited to one on the beach but it was too short notice i mean why the hell tell you hrs before?? really?"
"hate","still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic"
"hate","Home finally. Hungry. needs food. mad cause I might not get pizza todayHanging out with brandon. its raining.. ugh!!"
"hate","yeah bit it is overheating a bit and the AC died."
"hate","Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!"
"hate","I hate it when Trevor drives"
"hate","heck yea that beats traffic!Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here"
"hate","I have to reupload the damn thing again"
"hate","i have restricted driving priviledges...and i didn't even do anything. stupid double standards"
